prev_filename,filename,cell_type,xmin,xmax,ymin,ymax
00000410.jpg,410.jpg,stas,1190,1429,459,660
00000411.jpg,411.jpg,stas,1485,1571,103,269
00000411.jpg,411.jpg,stas,1245,1435,270,358
00000411.jpg,411.jpg,stas,1000,1238,222,413
00000411.jpg,411.jpg,stas,286,390,63,185
00000412.jpg,412.jpg,stas,751,1036,206,501
00000413.jpg,413.jpg,stas,743,873,369,465
00000414.jpg,414.jpg,stas,763,889,505,574
00000414.jpg,414.jpg,stas,901,939,559,606
00000415.jpg,415.jpg,stas,909,1007,603,668
00000415.jpg,415.jpg,stas,858,895,527,578
00000416.jpg,416.jpg,stas,1207,1322,756,858
00000417.jpg,417.jpg,stas,680,902,262,550
00000418.jpg,418.jpg,stas,1044,1145,373,459
00000419.jpg,419.jpg,stas,700,1054,196,703
00000420.jpg,420.jpg,stas,799,1140,352,536
00000421.jpg,421.jpg,stas,595,1113,234,727
00000422.jpg,422.jpg,stas,495,657,221,366
00000422.jpg,422.jpg,stas,569,774,637,822
00000423.jpg,423.jpg,stas,475,999,293,654
00000424.jpg,424.jpg,stas,530,1031,182,609
00000425.jpg,425.jpg,stas,536,736,328,549
00000426.jpg,426.jpg,stas,678,868,237,384
00000426.jpg,426.jpg,stas,671,736,401,454
00000427.jpg,427.jpg,stas,605,736,357,479
00000428.jpg,428.jpg,stas,930,1055,362,492
00000428.jpg,428.jpg,stas,195,277,207,309
00000428.jpg,428.jpg,stas,142,279,383,520
00000428.jpg,428.jpg,stas,439,502,527,606
00000428.jpg,428.jpg,stas,251,284,535,577
00000428.jpg,428.jpg,stas,307,402,674,752
00000428.jpg,428.jpg,stas,342,439,757,857
00000428.jpg,428.jpg,stas,428,485,778,841
00000429.jpg,429.jpg,stas,865,977,337,401
00000429.jpg,429.jpg,stas,789,938,439,562
00000430.jpg,430.jpg,stas,542,641,356,438
00000430.jpg,430.jpg,stas,632,698,322,370
00000430.jpg,430.jpg,stas,914,965,357,434
00000430.jpg,430.jpg,stas,853,925,441,527
00000430.jpg,430.jpg,stas,760,912,338,580
00000431.jpg,431.jpg,stas,682,793,211,316
00000431.jpg,431.jpg,stas,636,693,385,441
00000431.jpg,431.jpg,stas,693,934,490,657
00000431.jpg,431.jpg,stas,798,903,699,813
00000431.jpg,431.jpg,stas,1075,1231,655,804
00000432.jpg,432.jpg,stas,602,685,341,428
00000432.jpg,432.jpg,stas,217,274,777,827
00000432.jpg,432.jpg,stas,842,883,546,588
00000433.jpg,433.jpg,stas,496,852,174,756
00000433.jpg,433.jpg,stas,614,687,783,862
00000434.jpg,434.jpg,stas,789,986,398,554
00000435.jpg,435.jpg,stas,734,1097,296,549
00000436.jpg,436.jpg,stas,739,823,449,531
00000437.jpg,437.jpg,stas,627,679,282,362
00000437.jpg,437.jpg,stas,439,952,258,602
00000438.jpg,438.jpg,stas,322,542,434,691
00000438.jpg,438.jpg,stas,456,566,102,293
00000438.jpg,438.jpg,stas,412,495,276,351
00000439.jpg,439.jpg,stas,819,914,265,357
00000439.jpg,439.jpg,stas,1385,1456,405,484
00000439.jpg,439.jpg,stas,1005,1102,69,139
00000440.jpg,440.jpg,stas,733,863,323,440
00000441.jpg,441.jpg,stas,632,758,239,350
00000441.jpg,441.jpg,stas,1255,1332,432,535
00000442.jpg,442.jpg,stas,1166,1240,324,393
00000442.jpg,442.jpg,stas,866,942,260,329
00000442.jpg,442.jpg,stas,930,1021,758,861
00000442.jpg,442.jpg,stas,907,972,873,925
00000442.jpg,442.jpg,stas,464,512,410,470
00000442.jpg,442.jpg,stas,442,507,334,425
00000443.jpg,443.jpg,stas,669,717,368,403
00000443.jpg,443.jpg,stas,694,758,393,431
00000444.jpg,444.jpg,stas,836,902,485,558
00000444.jpg,444.jpg,stas,1552,1638,333,393
00000445.jpg,445.jpg,stas,954,1178,418,662
00000445.jpg,445.jpg,stas,1107,1196,318,376
00000445.jpg,445.jpg,stas,1042,1096,351,399
00000446.jpg,446.jpg,stas,268,351,412,484
00000446.jpg,446.jpg,stas,414,471,550,611
00000447.jpg,447.jpg,stas,1400,1468,255,341
00000447.jpg,447.jpg,stas,1429,1487,763,826
00000447.jpg,447.jpg,stas,1352,1433,805,881
00000447.jpg,447.jpg,stas,907,998,360,457
00000447.jpg,447.jpg,stas,1122,1175,735,779
00000447.jpg,447.jpg,stas,777,831,747,777
00000447.jpg,447.jpg,stas,998,1050,398,444
00000448.jpg,448.jpg,stas,1191,1299,365,452
00000448.jpg,448.jpg,stas,1220,1310,440,536
00000448.jpg,448.jpg,stas,1208,1283,657,702
00000448.jpg,448.jpg,stas,1197,1275,717,773
00000448.jpg,448.jpg,stas,951,1014,752,824
00000448.jpg,448.jpg,stas,1462,1518,795,839
00000448.jpg,448.jpg,stas,434,498,409,473
00000448.jpg,448.jpg,stas,376,441,359,436
00000448.jpg,448.jpg,stas,489,536,512,550
00000448.jpg,448.jpg,stas,444,499,228,270
00000449.jpg,449.jpg,stas,1445,1511,641,732
00000449.jpg,449.jpg,stas,943,1041,751,850
00000449.jpg,449.jpg,stas,1043,1087,792,832
00000449.jpg,449.jpg,stas,1227,1283,50,107
00000450.jpg,450.jpg,stas,1218,1353,198,290
00000450.jpg,450.jpg,stas,1267,1341,306,385
00000451.jpg,451.jpg,stas,27,150,518,613
00000451.jpg,451.jpg,stas,41,147,611,709
00000451.jpg,451.jpg,stas,184,236,605,680
00000451.jpg,451.jpg,stas,244,356,561,706
00000452.jpg,452.jpg,stas,1212,1373,122,302
00000452.jpg,452.jpg,stas,1116,1195,148,250
00000452.jpg,452.jpg,stas,1167,1233,256,309
00000452.jpg,452.jpg,stas,1123,1160,299,352
00000453.jpg,453.jpg,stas,858,931,401,459
00000453.jpg,453.jpg,stas,205,272,539,596
00000454.jpg,454.jpg,stas,1185,1363,207,429
00000454.jpg,454.jpg,stas,540,610,613,699
00000455.jpg,455.jpg,stas,898,954,380,439
00000456.jpg,456.jpg,stas,675,724,412,455
00000457.jpg,457.jpg,stas,1287,1336,296,363
00000457.jpg,457.jpg,stas,1122,1219,587,700
00000457.jpg,457.jpg,stas,1135,1184,476,538
00000458.jpg,458.jpg,stas,1160,1279,172,256
00000458.jpg,458.jpg,stas,1183,1289,703,800
00000459.jpg,459.jpg,stas,211,316,756,814
00000460.jpg,460.jpg,stas,1102,1322,452,582
00000461.jpg,461.jpg,stas,296,413,638,704
00000462.jpg,462.jpg,stas,344,446,341,418
00000463.jpg,463.jpg,stas,130,282,444,611
00000463.jpg,463.jpg,stas,1289,1346,647,727
00000464.jpg,464.jpg,stas,830,908,484,544
00000464.jpg,464.jpg,stas,322,430,555,649
00000465.jpg,465.jpg,stas,209,263,179,233
00000465.jpg,465.jpg,stas,496,588,541,611
00000465.jpg,465.jpg,stas,425,531,617,681
00000466.jpg,466.jpg,stas,757,882,340,423
00000466.jpg,466.jpg,stas,703,785,455,573
00000466.jpg,466.jpg,stas,320,396,522,571
00000467.jpg,467.jpg,stas,769,846,525,583
00000468.jpg,468.jpg,stas,597,710,384,477
00000468.jpg,468.jpg,stas,621,663,489,550
00000468.jpg,468.jpg,stas,516,605,474,555
00000468.jpg,468.jpg,stas,551,623,554,626
00000469.jpg,469.jpg,stas,1003,1087,403,482
00000470.jpg,470.jpg,stas,568,672,285,367
00000470.jpg,470.jpg,stas,424,500,383,456
00000471.jpg,471.jpg,stas,116,188,94,217
00000471.jpg,471.jpg,stas,171,240,223,281
00000471.jpg,471.jpg,stas,58,202,574,712
00000471.jpg,471.jpg,stas,1271,1387,571,657
00000472.jpg,472.jpg,stas,1518,1586,666,776
00000472.jpg,472.jpg,stas,665,722,456,517
00000472.jpg,472.jpg,stas,718,814,431,545
00000472.jpg,472.jpg,stas,506,591,620,666
00000472.jpg,472.jpg,stas,344,469,341,428
00000472.jpg,472.jpg,stas,465,520,332,383
00000472.jpg,472.jpg,stas,382,500,221,318
00000473.jpg,473.jpg,stas,285,350,402,454
00000473.jpg,473.jpg,stas,1098,1182,426,488
00000473.jpg,473.jpg,stas,1221,1328,338,437
00000473.jpg,473.jpg,stas,1127,1169,515,565
00000473.jpg,473.jpg,stas,1280,1335,809,857
00000474.jpg,474.jpg,stas,867,922,358,404
00000474.jpg,474.jpg,stas,1012,1097,551,639
00000474.jpg,474.jpg,stas,639,727,303,361
00000474.jpg,474.jpg,stas,473,554,369,434
00000474.jpg,474.jpg,stas,180,234,59,100
00000474.jpg,474.jpg,stas,1457,1489,481,515
00000475.jpg,475.jpg,stas,624,703,196,288
00000475.jpg,475.jpg,stas,513,587,481,580
00000475.jpg,475.jpg,stas,1064,1135,447,521
00000476.jpg,476.jpg,stas,302,403,522,665
00000476.jpg,476.jpg,stas,1405,1513,171,270
00000477.jpg,477.jpg,stas,650,727,182,252
00000477.jpg,477.jpg,stas,443,521,226,313
00000477.jpg,477.jpg,stas,722,820,415,511
00000478.jpg,478.jpg,stas,225,295,127,184
00000478.jpg,478.jpg,stas,538,616,218,294
00000478.jpg,478.jpg,stas,477,558,278,359
00000478.jpg,478.jpg,stas,331,375,468,544
00000479.jpg,479.jpg,stas,808,932,558,646
00000479.jpg,479.jpg,stas,814,893,358,455
00000480.jpg,480.jpg,stas,587,679,388,487
00000481.jpg,481.jpg,stas,625,722,416,545
00000482.jpg,482.jpg,stas,463,650,611,807
00000483.jpg,483.jpg,stas,771,1071,314,541
00000484.jpg,484.jpg,stas,914,990,485,559
00000485.jpg,485.jpg,stas,358,500,140,250
00000485.jpg,485.jpg,stas,1491,1564,243,315
00000485.jpg,485.jpg,stas,463,552,427,521
00000485.jpg,485.jpg,stas,182,463,406,600
00000486.jpg,486.jpg,stas,894,1160,374,447
00000486.jpg,486.jpg,stas,314,383,570,616
00000486.jpg,486.jpg,stas,278,314,493,571
00000487.jpg,487.jpg,stas,812,882,249,299
00000487.jpg,487.jpg,stas,710,803,603,724
00000488.jpg,488.jpg,stas,1191,1314,570,707
00000488.jpg,488.jpg,stas,629,732,261,328
00000488.jpg,488.jpg,stas,638,731,350,439
00000488.jpg,488.jpg,stas,767,808,354,395
00000489.jpg,489.jpg,stas,652,712,528,582
00000489.jpg,489.jpg,stas,653,724,589,665
00000490.jpg,490.jpg,stas,721,823,360,404
00000491.jpg,491.jpg,stas,460,535,360,446
00000491.jpg,491.jpg,stas,1611,1652,11,55
00000492.jpg,492.jpg,stas,478,641,291,411
00000493.jpg,493.jpg,stas,601,688,479,552
00000493.jpg,493.jpg,stas,750,809,310,367
00000494.jpg,494.jpg,stas,643,746,354,500
00000494.jpg,494.jpg,stas,382,438,103,161
00000495.jpg,495.jpg,stas,803,972,281,414
00000496.jpg,496.jpg,stas,931,1043,199,263
00000496.jpg,496.jpg,stas,475,588,504,568
00000497.jpg,497.jpg,stas,1184,1322,660,755
00000498.jpg,498.jpg,stas,785,863,570,650
00000499.jpg,499.jpg,stas,990,1085,301,369
00000499.jpg,499.jpg,stas,1085,1133,282,321
00000499.jpg,499.jpg,stas,980,1027,246,282
00000500.jpg,500.jpg,stas,1153,1222,650,751
00000500.jpg,500.jpg,stas,333,418,779,876
00000500.jpg,500.jpg,stas,901,954,636,695
00000501.jpg,501.jpg,stas,1139,1211,246,296
00000502.jpg,502.jpg,stas,593,696,305,398
00000503.jpg,503.jpg,stas,434,525,52,151
00000503.jpg,503.jpg,stas,127,198,283,378
00000503.jpg,503.jpg,stas,522,588,262,324
00000504.jpg,504.jpg,stas,666,719,263,337
00000504.jpg,504.jpg,stas,932,995,741,801
00000504.jpg,504.jpg,stas,1318,1383,833,885
00000505.jpg,505.jpg,stas,346,453,674,781
00000505.jpg,505.jpg,stas,295,341,726,760
00000505.jpg,505.jpg,stas,167,232,774,840
00000506.jpg,506.jpg,stas,1032,1107,432,502
00000506.jpg,506.jpg,stas,755,817,358,407
00000506.jpg,506.jpg,stas,742,786,472,532
00000507.jpg,507.jpg,stas,540,587,414,461
00000508.jpg,508.jpg,stas,923,991,228,294
00000508.jpg,508.jpg,stas,645,733,506,610
00000508.jpg,508.jpg,stas,401,478,763,822
00000509.jpg,509.jpg,stas,509,591,35,101
00000509.jpg,509.jpg,stas,546,625,316,383
00000509.jpg,509.jpg,stas,841,935,483,591
00000509.jpg,509.jpg,stas,1098,1187,501,607
00000509.jpg,509.jpg,stas,744,813,704,779
00000509.jpg,509.jpg,stas,431,527,571,667
00000510.jpg,510.jpg,stas,567,673,152,251
00000510.jpg,510.jpg,stas,512,558,211,234
00000510.jpg,510.jpg,stas,387,453,249,320
00000510.jpg,510.jpg,stas,477,552,509,605
00000510.jpg,510.jpg,stas,568,662,620,779
00000510.jpg,510.jpg,stas,661,747,673,802
00000510.jpg,510.jpg,stas,1061,1121,485,537
00000511.jpg,511.jpg,stas,729,840,355,452
00000512.jpg,512.jpg,stas,274,355,618,717
00000512.jpg,512.jpg,stas,957,993,115,179
00000513.jpg,513.jpg,stas,630,803,235,477
00000513.jpg,513.jpg,stas,1196,1284,184,282
00000513.jpg,513.jpg,stas,782,878,481,666
00000514.jpg,514.jpg,stas,653,762,339,522
00000514.jpg,514.jpg,stas,324,407,467,596
00000515.jpg,515.jpg,stas,478,810,284,603
00000516.jpg,516.jpg,stas,884,1011,344,601
00000516.jpg,516.jpg,stas,1011,1108,226,306
00000517.jpg,517.jpg,stas,564,673,378,491
00000518.jpg,518.jpg,stas,656,880,258,507
00000519.jpg,519.jpg,stas,364,498,300,467
00000519.jpg,519.jpg,stas,227,424,443,652
00000520.jpg,520.jpg,stas,517,649,476,574
00000521.jpg,521.jpg,stas,913,996,252,379
00000522.jpg,522.jpg,stas,308,454,288,395
00000522.jpg,522.jpg,stas,742,958,427,749
00000522.jpg,522.jpg,stas,1144,1263,543,674
00000523.jpg,523.jpg,stas,812,886,182,252
00000524.jpg,524.jpg,stas,423,577,348,539
00000524.jpg,524.jpg,stas,511,756,256,452
00000525.jpg,525.jpg,stas,808,957,41,193
00000525.jpg,525.jpg,stas,1020,1071,169,223
00000525.jpg,525.jpg,stas,858,978,639,784
00000525.jpg,525.jpg,stas,983,1082,431,477
00000526.jpg,526.jpg,stas,1045,1147,513,568
00000526.jpg,526.jpg,stas,777,841,399,466
00000527.jpg,527.jpg,stas,320,517,370,549
00000527.jpg,527.jpg,stas,730,935,388,501
00000527.jpg,527.jpg,stas,1179,1417,666,749
00000527.jpg,527.jpg,stas,706,789,671,740
00000527.jpg,527.jpg,stas,513,714,669,814
00000528.jpg,528.jpg,stas,984,1160,237,361
00000528.jpg,528.jpg,stas,787,910,659,777
00000528.jpg,528.jpg,stas,338,450,670,768
00000529.jpg,529.jpg,stas,478,789,233,527
00000529.jpg,529.jpg,stas,150,213,349,437
00000530.jpg,530.jpg,stas,850,963,413,494
00000531.jpg,531.jpg,stas,598,1119,232,550
00000531.jpg,531.jpg,stas,1391,1454,610,669
00000532.jpg,532.jpg,stas,696,1241,362,729
00000532.jpg,532.jpg,stas,616,746,468,605
00000532.jpg,532.jpg,stas,717,789,2,55
00000533.jpg,533.jpg,stas,468,699,67,189
00000533.jpg,533.jpg,stas,697,817,67,211
00000533.jpg,533.jpg,stas,878,947,216,340
00000534.jpg,534.jpg,stas,931,1005,778,852
00000534.jpg,534.jpg,stas,1002,1131,748,865
00000534.jpg,534.jpg,stas,1086,1372,525,817
00000535.jpg,535.jpg,stas,773,1029,204,452
00000536.jpg,536.jpg,stas,735,817,269,377
00000536.jpg,536.jpg,stas,582,742,439,639
00000537.jpg,537.jpg,stas,500,645,288,399
00000537.jpg,537.jpg,stas,638,831,338,503
00000537.jpg,537.jpg,stas,813,941,271,541
00000538.jpg,538.jpg,stas,689,869,436,583
00000539.jpg,539.jpg,stas,606,1180,333,648
00000540.jpg,540.jpg,stas,1007,1129,494,618
00000540.jpg,540.jpg,stas,607,814,376,696
00000540.jpg,540.jpg,stas,206,314,234,303
00000541.jpg,541.jpg,stas,938,1008,201,270
00000542.jpg,542.jpg,stas,488,638,421,604
00000542.jpg,542.jpg,stas,582,822,326,520
00000543.jpg,543.jpg,stas,129,305,420,581
00000544.jpg,544.jpg,stas,877,1012,277,359
00000544.jpg,544.jpg,stas,541,754,522,656
00000545.jpg,545.jpg,stas,720,788,224,290
00000545.jpg,545.jpg,stas,568,619,266,315
00000545.jpg,545.jpg,stas,638,710,292,362
00000545.jpg,545.jpg,stas,72,175,696,800
00000545.jpg,545.jpg,stas,191,244,704,766
00000545.jpg,545.jpg,stas,9,74,456,521
00000546.jpg,546.jpg,stas,465,595,325,461
00000546.jpg,546.jpg,stas,589,725,480,585
00000547.jpg,547.jpg,stas,708,775,221,301
00000547.jpg,547.jpg,stas,602,679,458,533
00000547.jpg,547.jpg,stas,452,516,462,529
00000547.jpg,547.jpg,stas,747,835,472,547
00000547.jpg,547.jpg,stas,969,1100,125,290
00000547.jpg,547.jpg,stas,976,1022,343,385
00000547.jpg,547.jpg,stas,1033,1113,29,106
00000547.jpg,547.jpg,stas,320,362,828,882
00000547.jpg,547.jpg,stas,73,255,659,777
00000548.jpg,548.jpg,stas,651,756,284,391
00000548.jpg,548.jpg,stas,672,716,6,62
00000549.jpg,549.jpg,stas,611,687,481,554
00000549.jpg,549.jpg,stas,676,728,561,613
00000549.jpg,549.jpg,stas,1033,1109,302,403
00000550.jpg,550.jpg,stas,254,335,435,512
00000551.jpg,551.jpg,stas,483,555,499,563
00000551.jpg,551.jpg,stas,55,156,249,329
00000552.jpg,552.jpg,stas,890,952,504,571
00000553.jpg,553.jpg,stas,517,633,259,373
00000553.jpg,553.jpg,stas,647,722,577,649
00000554.jpg,554.jpg,stas,276,354,593,639
00000554.jpg,554.jpg,stas,354,445,651,743
00000554.jpg,554.jpg,stas,86,305,651,727
00000554.jpg,554.jpg,stas,253,383,702,815
00000555.jpg,555.jpg,stas,1580,1685,396,456
00000555.jpg,555.jpg,stas,1609,1658,532,579
00000556.jpg,556.jpg,stas,608,724,445,555
00000557.jpg,557.jpg,stas,584,691,366,477
00000558.jpg,558.jpg,stas,552,688,501,647
00000558.jpg,558.jpg,stas,503,686,314,505
00000559.jpg,559.jpg,stas,918,1009,362,436
00000559.jpg,559.jpg,stas,950,1027,485,550
00000559.jpg,559.jpg,stas,633,689,524,563
00000559.jpg,559.jpg,stas,374,474,317,396
00000559.jpg,559.jpg,stas,133,194,1,54
00000559.jpg,559.jpg,stas,372,441,524,591
00000559.jpg,559.jpg,stas,1341,1423,762,824
00000559.jpg,559.jpg,stas,691,732,480,521
00000559.jpg,559.jpg,stas,1077,1138,89,144
00000560.jpg,560.jpg,stas,79,146,15,90
00000560.jpg,560.jpg,stas,76,131,259,325
00000560.jpg,560.jpg,stas,152,227,259,324
00000560.jpg,560.jpg,stas,172,229,339,383
00000560.jpg,560.jpg,stas,518,688,534,596
00000560.jpg,560.jpg,stas,565,624,437,516
00000560.jpg,560.jpg,stas,612,673,396,478
00000560.jpg,560.jpg,stas,647,701,470,514
00000560.jpg,560.jpg,stas,696,732,513,550
00000560.jpg,560.jpg,stas,907,995,606,689
00000560.jpg,560.jpg,stas,888,943,750,802
00000560.jpg,560.jpg,stas,1236,1327,1,54
00000561.jpg,561.jpg,stas,514,583,216,288
00000561.jpg,561.jpg,stas,672,740,231,288
00000561.jpg,561.jpg,stas,1063,1147,345,406
00000561.jpg,561.jpg,stas,912,1044,440,555
00000562.jpg,562.jpg,stas,316,374,213,283
00000562.jpg,562.jpg,stas,650,729,145,248
00000562.jpg,562.jpg,stas,805,873,441,517
00000562.jpg,562.jpg,stas,314,373,704,759
00000562.jpg,562.jpg,stas,111,175,404,481
00000562.jpg,562.jpg,stas,216,269,347,396
00000562.jpg,562.jpg,stas,1062,1139,641,720
00000562.jpg,562.jpg,stas,1132,1185,587,646
00000562.jpg,562.jpg,stas,1182,1264,562,649
00000562.jpg,562.jpg,stas,886,947,371,447
00000563.jpg,563.jpg,stas,195,269,415,474
00000563.jpg,563.jpg,stas,485,554,410,470
00000563.jpg,563.jpg,stas,457,523,280,369
00000563.jpg,563.jpg,stas,523,603,299,360
00000563.jpg,563.jpg,stas,745,825,381,462
00000563.jpg,563.jpg,stas,899,965,413,504
00000564.jpg,564.jpg,stas,632,724,238,341
00000564.jpg,564.jpg,stas,834,919,412,480
00000564.jpg,564.jpg,stas,1110,1164,349,393
00000564.jpg,564.jpg,stas,1253,1331,758,832
00000564.jpg,564.jpg,stas,1389,1455,811,874
00000565.jpg,565.jpg,stas,197,278,303,417
00000565.jpg,565.jpg,stas,480,563,598,684
00000565.jpg,565.jpg,stas,738,833,317,469
00000565.jpg,565.jpg,stas,876,963,346,439
00000565.jpg,565.jpg,stas,757,822,61,129
00000565.jpg,565.jpg,stas,884,949,40,102
00000565.jpg,565.jpg,stas,1350,1411,21,96
00000565.jpg,565.jpg,stas,1349,1397,267,326
00000565.jpg,565.jpg,stas,1420,1496,270,332
00000565.jpg,565.jpg,stas,1435,1494,349,393
00000565.jpg,565.jpg,stas,1202,1264,658,729
00000565.jpg,565.jpg,stas,1396,1463,1,33
00000565.jpg,565.jpg,stas,167,235,870,942
00000565.jpg,565.jpg,stas,722,799,828,885
00000566.jpg,566.jpg,stas,429,523,2,58
00000566.jpg,566.jpg,stas,123,189,255,365
00000566.jpg,566.jpg,stas,212,263,312,350
00000566.jpg,566.jpg,stas,674,750,209,262
00000566.jpg,566.jpg,stas,1153,1218,38,106
00000566.jpg,566.jpg,stas,1398,1491,367,441
00000566.jpg,566.jpg,stas,884,951,492,570
00000566.jpg,566.jpg,stas,951,1020,536,618
00000566.jpg,566.jpg,stas,196,280,623,680
00000566.jpg,566.jpg,stas,777,841,566,627
00000566.jpg,566.jpg,stas,782,847,657,702
00000566.jpg,566.jpg,stas,1389,1465,572,638
00000567.jpg,567.jpg,stas,198,286,361,450
00000567.jpg,567.jpg,stas,639,697,112,162
00000567.jpg,567.jpg,stas,1251,1330,276,350
00000567.jpg,567.jpg,stas,888,989,637,687
00000567.jpg,567.jpg,stas,190,279,723,823
00000567.jpg,567.jpg,stas,261,430,703,802
00000568.jpg,568.jpg,stas,629,695,344,411
00000568.jpg,568.jpg,stas,961,1017,362,429
00000569.jpg,569.jpg,stas,278,343,607,670
00000570.jpg,570.jpg,stas,1417,1498,105,176
00000570.jpg,570.jpg,stas,1523,1596,471,527
00000570.jpg,570.jpg,stas,1391,1464,552,626
00000570.jpg,570.jpg,stas,1453,1516,518,600
00000570.jpg,570.jpg,stas,1341,1402,645,714
00000570.jpg,570.jpg,stas,1520,1573,745,804
00000570.jpg,570.jpg,stas,1638,1712,650,751
00000570.jpg,570.jpg,stas,701,768,89,155
00000570.jpg,570.jpg,stas,985,1039,102,172
00000570.jpg,570.jpg,stas,1206,1266,72,134
00000570.jpg,570.jpg,stas,1043,1205,92,259
00000570.jpg,570.jpg,stas,622,706,241,322
00000570.jpg,570.jpg,stas,269,318,210,257
00000570.jpg,570.jpg,stas,291,377,255,332
00000570.jpg,570.jpg,stas,318,366,332,382
00000570.jpg,570.jpg,stas,118,164,291,340
00000570.jpg,570.jpg,stas,19,96,387,455
00000570.jpg,570.jpg,stas,658,714,425,470
00000570.jpg,570.jpg,stas,702,755,471,524
00000570.jpg,570.jpg,stas,608,686,481,554
00000570.jpg,570.jpg,stas,525,609,538,595
00000570.jpg,570.jpg,stas,505,549,600,645
00000570.jpg,570.jpg,stas,1091,1146,425,492
00000571.jpg,571.jpg,stas,657,718,33,96
00000571.jpg,571.jpg,stas,1243,1303,40,92
00000571.jpg,571.jpg,stas,1154,1241,471,555
00000571.jpg,571.jpg,stas,341,399,611,667
00000571.jpg,571.jpg,stas,1388,1435,550,607
00000571.jpg,571.jpg,stas,694,739,243,283
00000572.jpg,572.jpg,stas,1153,1211,390,448
00000572.jpg,572.jpg,stas,1060,1108,746,801
00000572.jpg,572.jpg,stas,471,528,747,799
00000573.jpg,573.jpg,stas,129,195,557,649
00000573.jpg,573.jpg,stas,978,1029,583,644
00000573.jpg,573.jpg,stas,65,116,483,521
00000574.jpg,574.jpg,stas,949,1057,636,724
00000575.jpg,575.jpg,stas,572,694,214,327
00000575.jpg,575.jpg,stas,660,718,177,246
00000575.jpg,575.jpg,stas,1089,1178,285,395
00000575.jpg,575.jpg,stas,1064,1212,161,293
00000575.jpg,575.jpg,stas,920,1073,639,757
00000575.jpg,575.jpg,stas,790,946,705,859
00000575.jpg,575.jpg,stas,351,412,836,889
00000575.jpg,575.jpg,stas,655,749,577,676
00000575.jpg,575.jpg,stas,747,840,573,671
00000575.jpg,575.jpg,stas,647,725,681,757
00000576.jpg,576.jpg,stas,1508,1571,198,268
00000576.jpg,576.jpg,stas,1390,1496,169,257
00000576.jpg,576.jpg,stas,606,713,288,389
00000576.jpg,576.jpg,stas,623,684,422,472
00000576.jpg,576.jpg,stas,721,833,350,524
00000576.jpg,576.jpg,stas,536,605,693,747
00000576.jpg,576.jpg,stas,476,544,747,810
00000576.jpg,576.jpg,stas,653,718,811,876
00000576.jpg,576.jpg,stas,521,602,822,936
00000577.jpg,577.jpg,stas,1166,1220,95,154
00000577.jpg,577.jpg,stas,1540,1639,750,848
00000577.jpg,577.jpg,stas,753,809,163,207
00000577.jpg,577.jpg,stas,723,783,57,109
00000577.jpg,577.jpg,stas,741,805,109,147
00000577.jpg,577.jpg,stas,505,557,191,241
00000577.jpg,577.jpg,stas,438,501,161,223
00000578.jpg,578.jpg,stas,757,854,382,503
00000578.jpg,578.jpg,stas,1367,1418,210,269
00000579.jpg,579.jpg,stas,886,1018,415,544
00000580.jpg,580.jpg,stas,552,639,322,458
00000580.jpg,580.jpg,stas,113,174,252,301
00000580.jpg,580.jpg,stas,507,538,418,471
00000580.jpg,580.jpg,stas,233,347,684,771
00000580.jpg,580.jpg,stas,877,931,373,448
00000580.jpg,580.jpg,stas,833,893,439,514
00000580.jpg,580.jpg,stas,784,938,496,645
00000580.jpg,580.jpg,stas,782,855,638,717
00000581.jpg,581.jpg,stas,295,357,84,151
00000581.jpg,581.jpg,stas,689,768,374,468
00000581.jpg,581.jpg,stas,656,746,566,628
00000581.jpg,581.jpg,stas,152,229,615,673
00000581.jpg,581.jpg,stas,142,228,733,834
00000581.jpg,581.jpg,stas,610,713,38,126
00000581.jpg,581.jpg,stas,123,173,205,284
00000581.jpg,581.jpg,stas,173,212,189,215
00000581.jpg,581.jpg,stas,434,472,844,879
00000582.jpg,582.jpg,stas,87,161,702,778
00000582.jpg,582.jpg,stas,175,238,734,781
00000582.jpg,582.jpg,stas,210,460,648,767
00000582.jpg,582.jpg,stas,643,727,577,649
00000582.jpg,582.jpg,stas,540,613,789,839
00000582.jpg,582.jpg,stas,335,471,790,904
00000582.jpg,582.jpg,stas,246,342,832,940
00000583.jpg,583.jpg,stas,736,875,78,235
00000584.jpg,584.jpg,stas,771,1298,293,709
00000584.jpg,584.jpg,stas,427,487,377,452
00000584.jpg,584.jpg,stas,516,622,306,450
00000585.jpg,585.jpg,stas,462,796,218,656
00000586.jpg,586.jpg,stas,483,586,707,804
00000587.jpg,587.jpg,stas,189,365,77,257
00000588.jpg,588.jpg,stas,733,887,358,503
00000589.jpg,589.jpg,stas,1027,1160,211,348
00000589.jpg,589.jpg,stas,896,1001,214,301
00000589.jpg,589.jpg,stas,217,291,426,498
00000589.jpg,589.jpg,stas,1078,1156,328,394
00000589.jpg,589.jpg,stas,20,132,272,349
00000590.jpg,590.jpg,stas,430,560,138,279
00000590.jpg,590.jpg,stas,978,1125,370,487
00000590.jpg,590.jpg,stas,1172,1246,543,615
00000591.jpg,591.jpg,stas,731,862,261,403
00000591.jpg,591.jpg,stas,443,555,437,579
00000592.jpg,592.jpg,stas,346,422,593,699
00000592.jpg,592.jpg,stas,1006,1050,698,748
00000592.jpg,592.jpg,stas,1043,1198,617,789
00000593.jpg,593.jpg,stas,421,568,290,402
